client_id,gendr,bal
8210202,M,3035672.36
8808704,M,44593.65
7608559,M,207704.38
5952564,F,167549.21
2564709,U,35167.8
4648093,U,75444.85
8154471,F,37673.68
6980919,U,36836.85
4522971,M,53431.07
2343902,U,129300.98
5027124,U,67456.0
8760879,U,33866.67
4137918,F,32851.21
9122308,M,95007.58
1880255,F,40634.49
6374406,F,57898.59
4104089,U,106519.59
8606601,U,38420.2
9936641,F,80039.68
8025584,U,61687.75
7246428,U,27748.83
2056890,U,86502.53
9175004,U,52083.15
6568343,F,61029.79
5916963,U,95237.71
116505,U,38586.87
2016678,F,75583.74
140020,F,744184.88
550255,F,120138.47
6066109,M,222384.67
8762751,M,655115.48
3679034,M,40270.73
8517414,F,139750.67
1681520,M,145579.73
5007784,F,28177.38
1833184,F,58665.74
6089219,U,143665.84
8059064,M,141160.06
9145611,U,62174.75
5783978,M,695105.6
6951718,U,181411.72
1732193,M,106383.51
7707667,F,89492.17
6794458,M,34071.86
4541268,U,40898.91
7357410,U,85228.86
8210680,M,87969.35
5188935,U,65050.5
3495059,U,52661.89
3601755,M,89334.84
3675846,U,114343.64
2414359,F,27015.02
8296643,F,71678.42
8149689,M,39191.75
6317054,F,71845.6
3850270,M,136256.65
832777,F,353317.1
3117292,U,27438.41
9446450,U,39906.65
6770715,U,34867.84
6926845,U,42795.78
5835614,U,38688.36
2038876,M,58054.61
3693028,M,106467.94
87449,M,440089.83
1166575,F,63258.16
4524806,M,71248.24
7561002,F,324125.64
5822736,M,323925.1
2850550,F,53901.17
2230745,M,159861.53
7429481,M,261083.91
7180144,F,60970.35
3270512,U,47542.46
5736637,F,142890.67
4394876,U,192334.76
6040024,M,45627.94
1025369,F,41419.42
5000366,F,115753.7
9061669,U,41414.16
869520,M,1260593.42
2683336,F,58233.61
8237052,M,115830.74
7164466,M,80425.05
5563344,U,91164.87
3558115,M,303114.27
3587894,M,608019.98
5868409,M,1034687.92
7290899,F,67207.34
2529685,M,58453.22
7685503,M,46414.5
5090277,M,44786.64
1455544,M,74628.82
9825116,U,516302.79
4677975,M,51830.94
3342070,U,80069.73
3403308,M,29714.02
8430700,U,29650.17
1579308,U,29898.65
9136016,F,1530532.2
3440433,F,66819.08
2045101,F,94194.07
248317,U,47391.65
7060117,M,49368.11
5202386,U,45178.51
5289344,U,53638.43
274453,M,42026.7
2252096,M,108965.59
7747654,M,70509.53
589815,F,79632.24
3404704,F,183023.48
614255,M,51681.24
5471159,M,59826.73
5050078,F,143026.1
5675721,M,30467.47
3914767,U,46292.68
3272462,F,78177.94
7099616,F,84359.3
2489994,F,41334.45
1540873,M,51050.6
5080206,M,31694.84
262054,F,43403.29
3798398,U,27604.31
451019,M,104652.91
3549172,U,57703.96
1859271,M,490431.3
8577908,U,32894.73
9783422,F,37900.41
2994578,U,192105.28
5639457,F,98115.47
9740905,M,31034.47
9171816,U,221162.15
1844630,M,114439.03
3791128,U,59205.24
1500008,M,533100.0
5647543,F,44776.43
4214732,U,45485.05
2194434,M,26301.31
7352536,U,33882.9
968323,M,734460.3
1450299,U,322051.39
9939889,F,82766.24
8331981,F,99573.6
1962774,F,235384.66
1296034,M,27144.32
2660140,M,43437.81
7508711,M,23909.74
1009021,U,72545.01
6479083,M,193659.24
3690037,F,30583.74
3694112,M,90873.63
9652817,M,47036.31
137816,F,24841.84
7454759,F,28589.84
4384098,F,153813.59
8368263,M,508964.83
5468630,M,55990.81
4758509,U,77583.91
6191565,M,201578.37
7859733,U,83087.85
1413426,U,47266.03
7462194,F,61202.44
3940524,F,29708.56
1709771,U,32793.0
8173337,U,673749.34
3545984,U,138162.54
6337816,M,58571.48
2621063,U,336363.38
4846843,F,108601.12
2424440,M,212680.23
8991631,M,79792.22
31404,U,43254.15
3483828,F,273310.81
1344421,M,24972.2
4794519,M,76968.0
191373,F,82877.3
6438154,U,34646.96
3831213,F,32070.28
6004399,M,114599.34
4978848,F,216645.27
1061430,F,31006.51
3333268,F,114911.01
8157741,F,390435.62
7603403,M,64288.17
8969091,U,58222.96
8934007,F,57566.5
9136719,F,58419.89
4571116,U,34673.19
1335720,U,50031.09
4480133,U,26243.43
3759260,F,52885.06
5272209,F,39192.9
6467744,F,54274.26
9217647,U,64838.43
8204360,M,253326.29
5266768,F,1273410.05
8466654,U,59769.05
7192154,F,121550.15
3347130,F,36588.64
3241023,F,29219.53
8421695,F,80109.28
7176508,U,55694.97
9531302,M,65229.74
233249,F,495675.08
2631095,M,47314.19
277251,F,115432.42
8252168,M,50437.62
6631446,M,31013.95
1399675,F,62063.63
2210369,M,320733.06
6999169,M,63534.75
4395024,F,27683.51
1578668,M,32132.41
6530035,U,159996.41
7308775,F,61970.49
5868815,M,46066.69
3262729,M,633860.77
8711938,U,74521.31
5411676,M,78060.44
1972520,M,468930.65
6059517,M,84991.93
2878715,M,538829.91
9270107,F,25508.2
6721743,U,754485.87
7364275,F,591214.85
533116,F,180527.62
772441,M,147239.89
305018,U,54161.55
8577819,M,33968.76
1221967,F,39060.29
4834621,M,177951.35
3301695,M,59604.34
3530525,M,130016.8
8796122,U,28864.48
9906489,U,36555.14
9922705,U,541933.5
6911858,F,227255.08
9458953,U,207932.39
1517963,F,228110.04
178853,F,65634.05
6090253,M,23927.42
7582801,U,316426.85
8822346,F,87273.84
2055802,M,94678.23
8241606,U,177853.43
6565221,F,47978.66
372523,U,50107.34
3342017,U,78826.22
5222242,M,87689.1
559678,F,33590.43
3423318,F,32880.75
6965536,F,41173.73
8608071,M,32317.96
4771315,M,203663.7
3738693,M,115141.91
2120373,U,34259.88
5091469,U,80912.76
574571,U,77776.24
7974547,U,58098.59
7411855,U,32305.82
9253156,F,104851.41
7170549,U,26672.25
2894932,U,50172.95
1600777,U,35606.62
1783054,U,218841.83
4245790,U,45071.98
9106860,F,30854.64
2400777,U,38223.67
2355218,M,70688.46
8627479,M,566261.28
739204,U,67294.42
4540897,U,126074.59
5209844,F,73082.97
2010706,M,555604.52
3065637,F,125754.52
9089595,F,66510.83
9175524,F,127140.9
938393,F,75019.81
8800235,F,127529.42
4431295,F,82023.22
3118720,M,111493.85
5111293,F,190964.39
9381732,M,40391.21
7037532,U,629803.87
3464541,F,30097.57
1241105,M,173887.07
1943226,U,110324.44
4332246,U,260492.81
9121023,F,86595.51
534083,U,29972.37
5957608,U,33735.56
8376794,U,53510.29
4474245,F,926680.41
8882404,U,55074.58
5608291,M,51988.28
7433467,U,34203.79
9611279,M,37038.6
9983987,F,121150.18
1120801,U,205601.17
554055,M,23812.56
2792536,U,32350.49
7432600,U,27186.06
7872209,M,616587.61
9588775,F,120053.91
5282296,U,137098.0
746622,U,45885.96
6584771,M,24956.13
6182876,U,109223.66
9749403,U,42785.52
5485683,F,47955.84
1319661,F,41417.12
4479851,U,64151.84
6547872,F,201979.66
9913342,U,51561.51
7412458,F,117784.35
6283739,F,333495.06
5075310,F,472583.77
6638030,F,242903.2
4963938,F,360545.09
1701808,F,31739.58
886616,F,53541.36
6719328,M,24110.47
8052158,M,293323.5
3537950,F,98603.7
2270478,M,109058.31
4852454,M,133382.04
3731242,U,35506.07
4728629,U,53093.57
3007171,F,38303.9
4039397,M,2612953.43
6593440,M,1550423.16
4611974,M,163335.37
3665763,U,499418.07
816508,U,55445.65
6235214,U,29323.66
6168523,U,30508.33
5125050,U,44173.4
5330523,M,35903.03
2772323,M,47687.36
8242392,U,27532.3
1021867,F,229096.17
2053219,F,336990.31
2587087,M,109247.5
3635787,F,226582.2
3617668,M,93884.25
7961209,F,139823.94
3376821,U,50194.84
4318672,M,47462.91
6476776,F,49873.67
1930528,U,78548.01
7623681,U,125593.26
1101969,U,111502.48
4947069,M,339744.46
882025,F,53102.01
7264359,U,350044.52
1598073,F,41415.17
4123326,F,181347.7
1041265,M,997569.14
8058240,U,129557.87
864295,F,70590.84
3643837,U,797922.84
7465124,M,295558.29
268386,U,40258.8
9207055,M,69727.95
6112384,F,132249.97
5699251,M,859824.82
9293110,F,41947.22
3040199,F,30876.86
7265650,F,112574.07
892186,F,195484.25
2177143,U,25571.03
8200329,F,95701.95
2559245,M,78996.51
7822945,M,325460.22
4752329,U,148120.09
4666527,M,110824.17
2827235,F,103604.0
9884285,U,131535.2
5282464,M,40842.81
4165514,U,25254.5
4061641,F,33010.46
6884073,F,128261.64
3886128,M,92632.57
8731340,U,74443.15
5625527,U,28189.41
9494972,F,45543.41
4284817,M,130722.43
8448536,U,48478.76
9250118,U,57240.65
5667641,U,25093.16
318680,F,182987.27
4558223,F,39529.04
2033798,M,392412.77
5434624,M,93042.75
5941398,U,27225.79
4197604,F,105036.92
4536566,U,62634.38
9016240,U,79705.97
6871641,U,36998.94
3604123,U,81167.53
1955817,U,33643.33
1642802,U,30938.45
1992392,U,27727.18
104781,M,28228.64
5233709,F,144282.32
7201494,F,30927.12
613420,U,41989.93
9773072,U,46628.77
4873663,F,62782.32
5210864,F,86677.88
4599448,U,45373.39
5449284,M,56835.94
9736845,F,41270.5
4709377,F,115666.98
3801194,F,451774.12
6442081,U,36268.28
5789227,U,111703.62
5555638,U,65448.61
5206988,F,64508.05
7858035,F,316816.96
5377323,F,74982.84
9539032,M,270223.25
890755,F,166375.19
1929189,U,124608.45
5034259,F,111998.74
3021412,M,190301.15
6549562,M,379001.07
2323288,F,26812.71
3644464,F,256586.37
888119,M,215059.29
3422168,U,325005.51
3044726,F,88217.0
6785076,F,66656.84
4700323,U,169853.84
7181877,F,45983.54
5255514,U,89601.59
1754189,U,54067.06
8245786,U,84423.37
5032514,U,74228.8
2863254,F,255515.48
1510545,M,93505.69
6487258,U,197187.87
6964981,U,64115.64
3461027,F,43886.38
561499,M,27779.08
3132172,F,179781.1
7893040,U,50435.73
9151123,M,55297.96
2412642,U,49099.93
1737677,U,33957.29
5248827,U,352908.73
2313232,F,236853.5
9207914,F,53260.7
9098959,F,28515.27
6621608,U,591115.02
1020887,U,39805.59
4251309,M,546640.27
5698149,U,70713.15
7968924,U,27231.02
6678024,M,77775.24
194066,F,81520.07
7058860,U,37003.32
4908086,F,32306.36
7650804,M,48159.24
4696610,M,75555.84
9103722,M,34780.12
4304665,U,61590.11
7757841,U,29820.93
627979,M,544692.78
5592834,F,827450.51
5162149,U,69498.56
377178,M,25273.51
8534657,M,32477.58
9439343,F,27769.74
4314788,U,143215.95
3007459,U,134774.55
6332171,U,30596.44
2573204,F,281235.99
5520127,F,131767.56
7718345,M,31671.92
4635200,M,85184.76
1126311,U,53894.51
6207911,M,32742.13
7958034,F,24087.17
1928114,M,391164.09
3719555,F,240325.97
6639480,F,144120.92
3467900,F,68772.47
2820615,F,42286.81
5577490,F,62081.07
6113546,F,114788.5
1208160,M,25779.36
3873877,M,85868.86
146205,M,105217.61
3011192,M,82195.22
1935144,U,44961.73
5964992,F,39213.18
4934669,U,48814.11
5983262,F,262496.06
3870847,M,601224.4
5937233,F,36276.49
9888151,F,70341.12
8765966,M,30940.45
7594212,F,50638.53
1177682,U,40471.79
3538870,U,33220.13
8818002,F,37499.68
7454446,M,26967.95
1571508,U,233831.06
4960956,M,66546.26
9875600,F,34622.79
8174002,F,104722.38
5386054,U,73743.79
6221372,F,345138.93
9639038,M,127036.79
6244684,M,26525.22
9192625,M,502328.87
2599987,M,214115.92
2095088,F,53052.26
2070486,U,102953.19
5482843,M,91293.62
7700073,M,91495.13
5596165,U,55943.87
1141025,M,924562.64
1136364,M,125514.99
7404966,M,59947.51
9846402,U,25075.87
8948012,F,39441.81
8568603,M,65486.85
268509,F,79306.85
8310047,F,454511.4
750874,M,156002.04
3733482,M,311970.62
3717263,M,68732.42
7431511,M,213088.67
2333398,U,27083.1
3293183,M,74541.97
4253705,U,46194.9
7582539,F,60766.89
8387609,M,42021.13
6036804,M,85640.35
4002466,M,35721.3
7285230,F,30048.67
8263728,U,39826.64
2422177,M,219799.2
7966415,U,140778.19
8632835,M,36918.38
2607463,F,125194.89
6623236,M,106169.39
6849336,M,34458.86
9330910,U,269735.32
3835844,U,25408.33
933717,F,135604.22
3935774,M,37308.18
4189075,U,40890.44
3220136,U,155842.51
5114142,U,65808.45
1371895,U,34844.13
7885532,F,26782.72
5238546,U,30550.82
8966119,U,28656.07
3806942,U,76185.6
4166100,F,60955.68
9361381,F,71743.87
2646807,M,706009.11
327511,F,66975.4
7934,F,126480.9
1877940,F,141213.1
4097570,F,185303.72
3150649,U,26537.22
6804761,M,59140.88
4559200,U,78496.51
7167607,U,172132.85
8513162,M,48055.51
8969939,U,56814.18
1538758,U,60667.47
5352431,U,36567.0
196865,U,39716.32
9617464,M,25015.6
8726546,M,219769.48
7984069,M,38412.18
1542467,F,52860.93
8896811,U,151341.86
8297474,U,34109.66
717242,U,53221.15
7756519,M,46751.1
2279529,U,36808.92
1083032,M,122033.07
9473317,F,101476.62
1220589,U,47544.21
226818,U,73098.77
9148520,F,40138.02
9472815,M,28854.91
1567647,M,1022751.7
7171398,M,134479.88
9503923,U,52150.38
8140256,M,332351.04
3936639,F,56896.61
1006084,F,43701.41
4569203,M,100194.56
3212379,M,127978.21
4048642,F,51961.02
6193571,F,61445.73
8776563,F,52263.85
5884633,U,69836.7
6163995,F,57485.49
438567,M,89161.52
5324216,M,24791.5
1068855,U,42059.46
4389026,U,94571.34
8261402,F,40557.24
6678628,F,78741.65
2888308,F,41248.2
8094131,U,188611.28
133631,F,72227.67
9287794,F,60119.86
3075073,F,57004.63
3634717,M,255093.0
1531690,M,245177.13
6940663,M,98718.15
6377989,M,59854.0
257597,F,286309.04
8267883,F,696611.66
8438145,F,74717.21
9889907,F,93963.07
1222028,M,285190.36
1999991,F,60904.1
9368637,F,93687.74
3152783,M,213328.79
7554295,M,291237.3
7779501,U,61440.03
1615051,U,169097.12
341409,F,39898.6
4417464,U,47139.54
8950912,M,377472.5
8688119,U,158589.37
1163653,U,36772.48
4132556,M,46261.67
9483015,F,32284.61
7144564,F,78325.0
6968063,F,103195.24
8207383,M,110846.38
246911,M,147257.78
2181962,U,33760.25
8757252,U,27374.37
5426555,M,64114.03
3470971,U,235843.89
905077,M,399539.37
3631357,M,38754.93
5417109,M,82697.3
8316729,M,70376.11
7066270,U,32495.93
7966133,U,30576.78
1613610,M,69068.08
8594925,F,35190.65
3018059,M,403872.23
4034394,F,54827.86
707340,U,145738.27
182575,M,157295.7
1386769,F,39925.13
8766443,M,200789.55
5728383,M,174429.47
6792052,F,76519.43
2577284,F,170629.83
5660807,M,67423.26
1593575,F,64158.33
6643372,M,160671.67
1272556,M,32638.48
4850336,M,318181.43
4178617,U,32851.21
8459564,F,69506.56
3449824,U,64776.05
8850566,U,51328.0
1542322,U,53721.46
8257910,F,37121.41
2978308,F,114404.19
941279,U,64369.11
8633436,U,60895.72
956129,M,290292.53
7108764,F,252214.94
8815733,M,162757.59
7889828,U,25461.54
9089219,M,25263.07
1142314,U,247654.33
1895400,U,59837.84
4623785,M,28227.96
1994353,F,35466.58
3360406,F,73299.98
9280304,F,45750.42
5461478,M,40891.18
2510672,M,522249.52
1705026,U,33197.45
2309911,M,542978.5
8321660,U,143524.29
415277,F,57716.76
3635853,U,45790.75
1121924,U,85191.4
4911166,F,33100.48
1418582,M,85121.28
9391886,U,242481.13
1549557,M,84743.3
8940339,U,128822.49
8172977,U,51106.38
4348620,U,28135.19
5401561,M,159166.42
787036,M,29224.34
5358140,M,453924.14
5588937,M,31871.93
6709931,M,321591.52
7177216,F,68906.94
5837641,U,43249.73
8726633,M,302871.65
4215519,M,305140.5
2447571,U,94584.0
3611797,F,35892.49
3315956,F,653122.68
3209959,F,121245.04
2891006,U,40219.23
5806855,M,34322.66
4262428,U,38180.59
3787037,M,103860.07
3455729,M,43927.46
3735198,F,149270.65
1687900,M,46526.29
3133671,U,243462.46
7694180,U,26563.52
7816756,F,56541.66
5706577,U,71296.98
6791845,M,49300.99
2575906,U,499207.29
2038553,U,84382.73
3408073,F,49623.33
3826744,M,82938.36
3883711,M,105556.09
7266624,M,151026.5
1970830,F,45196.03
4934661,M,1122465.23
881057,U,124879.26
1045441,M,142586.31
1883923,U,51782.8
6181079,M,28778.9
5481931,M,526428.13
2540902,U,54568.13
8297224,F,27214.98
4830627,U,31274.0
577051,F,62302.56
803814,M,25132.96
1367442,U,483571.27
4909695,M,127095.16
3459039,F,25660.33
5283422,U,829182.9
4662897,M,449236.83
3376442,M,239621.5
4434126,U,35595.33
3152279,M,119821.76
2411588,M,119998.53
4327050,F,182908.9
5014452,F,378600.63
2374361,F,95737.52
5258772,M,172338.3
3719172,F,109234.86
1804591,M,83444.74
9099065,M,232472.84
759538,F,28779.67
4377932,F,36011.76
2648130,F,175929.06
8028488,U,30041.96
2935751,M,426731.72
9018705,M,30424.61
3479663,M,206332.93
8219034,M,209815.85
8221810,F,207604.43
80915,M,71263.61
7856644,M,39720.24
947221,U,31331.77
8592056,U,28119.77
2949346,U,70871.55
6896319,F,225009.9
2600734,F,83091.71
2304137,F,75395.13
82376,M,36187.4
4915982,M,24986.46
6477209,U,41784.1
8772673,M,260527.47
8664129,U,52856.91
6923123,U,52909.87
8509137,F,156741.13
5429291,M,96161.04
5987705,U,143693.3
2060068,F,74331.14
7115668,M,132641.1
4622256,U,71636.98
9975792,M,218238.67
7055378,M,43857.72
6671677,U,66267.27
9024738,U,112675.43
3154756,M,493599.71
2772084,U,238703.23
8293919,M,46667.9
3588431,F,163820.01
7710488,M,29361.48
2054906,U,171565.44
7136531,F,108466.99
5225442,F,171251.81
8472348,U,275962.39
4922682,U,50985.3
3761114,F,300400.66
8449016,M,68611.8
1661375,U,29370.72
9584266,F,33972.3
148076,M,617382.34
7527045,F,23809.09
9753276,M,450033.6
6190460,U,838803.71
7699363,F,26947.75
134282,F,43471.96
9886280,U,50244.5
71626,F,367258.8
2450890,F,204396.76
2794479,M,621102.9
914638,M,45886.62
391167,U,104034.04
7511344,F,247248.44
6385324,M,43086.4
687283,U,262036.82
8263833,M,36130.34
5592682,F,39725.56
9095178,M,28225.77
6571419,F,138452.43
7824239,M,33653.06
1228761,U,372689.46
3670242,U,116031.14
7045324,U,70536.31
8895716,U,28116.96
8270136,M,30262.44
531896,M,351856.46
2560413,F,68420.64
6573015,M,299481.93
7559687,U,69090.05
4354809,U,25041.51
2466669,U,52135.59
82566,M,25887.67
252667,F,41481.47
6920944,U,31951.41
314958,F,75749.39
8768733,M,46807.64
9177075,U,65057.95
875221,U,47434.68
4384472,M,57020.25
2489460,F,170183.47
9192991,U,1128924.06
2199157,F,26566.47
9444536,F,103090.03
3057623,U,45980.84
5421524,F,76573.76
3523070,U,47369.91
2138171,F,30364.39
5804951,F,62046.06
1797401,U,56012.0
9578281,M,80671.39
1341853,F,426599.76
9447325,U,24820.32
2864960,U,83829.13
94767,U,34125.23
1591487,M,170062.99
4393716,F,30923.68
2447231,M,154070.07
9282393,U,124276.62
5253882,U,54930.59
9794858,U,28264.01
8052248,U,42300.38
717217,U,48693.23
6960194,M,314062.68
5464626,M,439322.89
2784264,M,50092.57
1896155,F,772610.1
767696,F,49352.69
7924454,M,139651.82
4080376,F,671714.45
4251910,M,440045.89
5599870,U,124436.84
5848487,F,59844.98
6757761,M,32173.38
2331613,U,173988.6
3016851,F,56393.67
9950759,U,83470.77
6085193,M,1733593.24
2803224,F,112792.53
6249577,F,527903.34
1043717,F,97865.99
2487977,U,462775.71
559881,F,44980.02
7245782,U,128703.53
4927505,M,95804.39
9759719,U,46434.6
5611387,U,95519.33
7826821,F,34459.9
2648410,F,39375.24
1577311,M,48058.92
4433180,U,63411.81
4062868,F,53074.79
3524441,M,31604.85
6583172,F,114920.01
7308160,F,40823.24
3886037,M,150125.37
8673131,U,33477.91
7022229,U,90810.64
7764814,U,26523.16
3520004,M,411333.33
3892524,M,24089.69
35010,U,99482.03
4285861,M,50913.86
5951127,M,58735.89
9052308,M,285763.87
6536067,M,24995.79
6587318,M,63322.15
7186706,U,151734.37
7059333,M,55408.49
6714002,U,45648.21
2912218,U,38773.67
6280351,M,98553.88
8916884,U,68972.84
6326298,M,175987.48
720284,U,52577.67
3332395,M,807291.97
3684282,M,202948.86
3005892,U,49828.41
2506067,M,77406.84
250277,U,52457.08
1374251,U,35083.59
5432293,M,980787.34
5978473,M,155059.07
1821752,U,50621.86
225675,F,85633.38
7843988,M,33965.37
4814540,F,153495.35
364039,F,152006.93
7132128,F,98059.71
3398321,M,81241.55
9423309,M,227890.06
9158801,M,80325.77
9702706,U,32920.24
7268709,M,171392.66
5321853,F,46896.02
6484701,U,39755.91
3939524,F,50872.31
7059340,M,105361.85
230538,F,65951.87
5040477,F,38971.02
2639555,M,58540.07
940098,F,157763.89
6773877,U,38602.82
323999,U,42277.32
3548520,M,41984.87
7190805,M,268716.4
3780590,U,53176.7
78779,F,50922.85
4796535,M,30591.92
7791697,U,37193.44
4450581,M,41129.59
8343668,F,120617.63
325599,U,66740.14
5389836,M,107083.76
1662843,U,242883.84
5904145,U,112107.12
6177293,U,65972.87
4984481,F,152328.95
4452569,F,239269.95
1153300,M,91631.55
5981077,M,245670.58
848559,U,26813.07
8954117,F,106908.47
6343599,U,259531.44
7211369,U,81207.35
4458514,F,711690.71
3546104,U,36159.39
3469508,U,50711.16
7455554,F,286906.23
5141165,U,47361.89
7589514,M,51185.11
4161696,M,327610.8
4581609,F,140548.75
7020156,M,324603.42
5934150,U,123028.53
602792,F,75859.26
6093589,U,50576.89
5778962,F,59503.6
5667647,M,754074.3
1057345,F,101972.14
8506882,M,32420.63
7427959,M,43902.04
5269959,F,235297.63
4550885,M,169559.28
3932829,F,284945.31
4484,M,51499.77
8656707,M,26738.91
1074757,U,33969.43
6206958,M,236540.77
9894599,M,122759.03
5356141,M,879492.51
1266717,M,59749.87
8787074,F,66106.1
5604547,M,73966.88
250165,F,27486.83
5701128,U,34935.92
9267718,U,191810.26
1788737,M,64774.65
543916,U,28917.19
3358700,F,173624.64
6949619,U,46099.66
9171836,U,35356.22
7111225,U,38022.83
580849,U,74842.56
9241423,F,28462.95
9695890,M,170712.58
6236140,M,26951.66
804318,U,29767.98
7874890,F,49821.01
3088104,M,28728.68
9495674,F,184702.68
2896887,M,28053.18
6531629,U,65445.17
5818628,M,62008.18
979440,F,28960.92
8565287,M,112954.97
3452615,U,383386.68
8750140,F,81604.75
7325341,U,46146.6
8178744,U,203100.36
3725888,U,35483.43
8771156,F,45825.76
1959844,F,53474.41
4286400,M,126747.19
6197214,F,32561.21
3795248,M,56885.26
6208954,M,117722.49
6860852,M,43279.21
9223205,M,109252.79
3918248,M,467276.71
1494215,F,341612.67
1963938,F,56962.09
1046045,M,47878.57
6988897,M,26179.74
166289,M,63796.59
3076613,U,140718.4
3124094,M,43846.75
1646855,U,74291.23
8091457,F,160308.88
3105010,U,48701.83
3520139,M,222857.88
8763395,F,30094.82
2328167,F,142895.91
5157060,U,38614.7
4627868,U,55055.44
9961882,U,98107.76
1766845,M,214642.72
8241833,M,32541.35
2736219,M,107268.02
2532897,F,70030.16
5410180,F,59518.88
3181854,F,295778.05
6411046,U,46320.24
448714,U,402807.61
592140,M,39306.42
1905084,U,33065.09
6158691,M,74081.29
5923362,F,186831.25
2879531,F,35246.34
7011180,F,79597.55
9580856,M,38558.1
7614090,U,27908.54
5697050,U,48481.09
8190159,U,85054.69
1722460,U,111438.88
5348276,U,116211.29
3616576,U,94108.73
9115264,M,33541.71
2164174,F,183171.0
1943776,F,64356.48
3755150,U,65499.33
214944,M,134471.86
184701,U,52971.79
1619073,U,49053.07
8719839,F,117177.28
7966736,F,82862.57
3601334,U,32288.55
9974418,M,308016.0
3757800,U,52524.18
1519778,F,74583.73
4663835,U,48713.17
5198732,F,1872208.45
2061471,F,36109.86
7958919,U,24793.87
886138,F,38772.61
1557014,M,120254.29
9635914,F,24199.18
9517773,M,179711.63
6987469,M,720042.05
1989878,M,131178.05
4674824,F,500730.96
2365440,F,72482.28
7425171,U,55315.42
6123249,F,34122.75
5960932,M,109938.25
8980558,M,76626.94
8023944,M,177680.44
4742781,M,52689.85
2287464,M,144485.36
8689089,F,81962.54
5164122,F,27687.6
3613929,F,52398.92
6933911,U,42767.26
3427750,M,40803.49
1357262,M,69727.29
8687920,U,69279.86
8388282,F,62622.27
8535768,M,91683.08
9191313,U,32013.17
8084516,U,46178.31
560360,F,23886.96
4179430,M,4635079.65
4902193,F,117322.27
6870863,U,34587.23
3050400,M,105263.09
415158,U,67629.64
3843503,M,830370.82
2491115,F,44766.35
845310,F,95065.18
9971962,F,29331.33
9308869,U,64942.19
6155912,M,528419.0
6259148,M,401513.55
2555657,F,122220.68
7117747,F,38795.8
8515627,U,33685.12
8272750,M,121863.04
7143633,U,29251.63
7137061,M,35761.78
5437172,M,424705.85
7050672,F,56737.57
4318876,U,77282.26
2573038,M,74263.4
5104680,M,171642.28
9128096,U,59439.95
6584878,U,55567.14
8994165,M,174251.26
4384921,F,151833.77
6156362,M,131245.16
7986122,M,47874.65
8615702,U,54485.07
1901833,F,311827.17
6298173,M,47894.53
4161741,F,31323.39
9694706,M,33544.39
3560209,F,491279.76
8205909,F,114705.84
3838215,M,238878.55
978612,U,25881.24
5115969,U,32870.83
5357775,F,172464.28
5012891,U,111003.89
1024896,F,210890.09
8596298,M,79307.13
4725320,U,66703.02
4648446,F,31315.84
9086688,F,28923.49
4357540,F,64223.1
125750,U,38720.69
5841109,U,109405.92
1954046,U,164687.77
7732650,F,159667.95
9525724,M,259389.92
5691230,F,134346.83
790710,U,28671.61
4106216,U,291005.34
9585593,M,821929.91
5876311,F,39980.85
5069837,F,77647.29
3507648,U,44199.12
1062412,F,48144.44
1790672,F,233114.65
2229722,F,151003.51
4173645,U,26637.62
3191722,U,161518.26
1047370,M,209124.5
5685309,U,48978.08
2422500,U,27684.32
9706893,M,291630.18
8432629,F,74051.11
8437990,M,147933.19
2437348,M,102530.88
326512,M,341825.42
4686384,M,55763.26
2052733,M,284025.34
8582610,F,217953.52
55059,F,620683.92
7059553,F,34265.87
7404066,F,155268.44
590042,M,33410.07
1672520,F,524381.04
714316,M,174822.53
1627104,M,319028.49
6977,U,26011.36
4289440,M,251381.19
9907653,U,113512.07
5363812,M,415023.6
7913208,U,29964.42
1367704,F,34242.28
5169372,M,60252.94
5883269,M,58534.91
8688958,U,369089.8
1243109,U,394149.2
1384988,F,144397.24
4413114,U,25305.31
2487330,M,437559.83
6989319,M,24534.05
2927272,U,36923.78
5436944,U,54474.18
8124688,M,228222.27
3729623,U,51248.39
4322042,F,50547.67
2836704,U,73917.65
842512,F,23830.03
588058,F,110896.91
3449352,U,30003.88
2492084,F,31250.75
9998156,U,31723.51
5943979,U,30046.02
152356,U,56447.66
8111108,M,128511.67
4337769,M,92961.9
9403854,U,31972.21
1435541,M,25555.39
1735468,F,80130.1
9989306,U,556665.99
6346538,M,95186.08
4525754,F,164728.89
5337342,M,510483.89
204496,M,32879.36
2664244,F,159455.73
2286444,M,81352.0
4288230,F,60459.33
8948931,F,33962.95
5408932,F,89290.93
249632,U,28055.98
9225036,F,56959.36
5910155,U,41313.04
8607446,F,59574.41
4966762,M,205262.4
1341681,F,67669.64
7992634,U,42574.11
9542357,U,268810.35
6150,F,199928.94
3591761,U,40292.16
7066428,U,108443.12
9386690,M,67627.75
8738116,M,27126.58
3557845,U,141480.33
9630926,U,50260.79
9143192,M,284265.34
9627494,M,79520.01
9673739,M,748178.26
1821247,F,68398.06
9720790,F,130521.1
9810326,F,123342.3
7554849,F,120409.14
8398351,F,58740.0
5765542,U,46898.76
7683063,U,224356.88
9980662,M,156433.8
4478909,M,593556.76
5074898,F,25335.37
5363315,F,285486.16
5881854,M,98700.66
4743181,M,1684919.89
3574365,F,76647.19
6315188,U,37631.62
7653811,M,51603.41
1686722,U,66473.69
3484825,M,101436.94
9410648,M,30868.95
9300794,M,116070.97
